	0.1975	0.190833333333	0.190833333333	0.1975	0.190833333333	0.1975	0.1975	0.1975
0.1975								
0.190833333333								
0.190833333333								
0.1975								
0.190833333333								
0.1975								
0.1975								
0.1975								
