,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
,,,,,0.0001,0.001,0.1,1,10,1000,10000,0.0001,0.001,0.1,1,10,1000,10000,0.0001,0.001,0.1,1,10,1000,10000
,,,,,0.6320833333,0.6320833333,0.6320833333,0.6320833333,0.6320833333,0.6320833333,0.6320833333,0.6191666667,0.6191666667,0.6254166667,0.7104166667,0.8025,0.8025,0.8025,0.5120833333,0.5120833333,0.5991666667,0.75,0.8091666667,0.8091666667,0.8091666667
,,1,0.0001,0.6320833333,,,,,,,,,,,0.0376353138,0.0014988733,0.0014988733,0.0014988733,0.0126111441,0.0126111441,,0.0065017024,0.0011520451,0.0011520451,0.0011520451
,,1,0.001,0.6320833333,,,,,,,,,,,0.0376353138,0.0014988733,0.0014988733,0.0014988733,0.0126111441,0.0126111441,,0.0065017024,0.0011520451,0.0011520451,0.0011520451
,,1,0.1,0.6320833333,,,,,,,,,,,0.0376353138,0.0014988733,0.0014988733,0.0014988733,0.0126111441,0.0126111441,,0.0065017024,0.0011520451,0.0011520451,0.0011520451
,,1,1,0.6320833333,,,,,,,,,,,0.0376353138,0.0014988733,0.0014988733,0.0014988733,0.0126111441,0.0126111441,,0.0065017024,0.0011520451,0.0011520451,0.0011520451
,,1,10,0.6320833333,,,,,,,,,,,0.0376353138,0.0014988733,0.0014988733,0.0014988733,0.0126111441,0.0126111441,,0.0065017024,0.0011520451,0.0011520451,0.0011520451
,,1,1000,0.6320833333,,,,,,,,,,,0.0376353138,0.0014988733,0.0014988733,0.0014988733,0.0126111441,0.0126111441,,0.0065017024,0.0011520451,0.0011520451,0.0011520451
,,1,10000,0.6320833333,,,,,,,,,,,0.0376353138,0.0014988733,0.0014988733,0.0014988733,0.0126111441,0.0126111441,,0.0065017024,0.0011520451,0.0011520451,0.0011520451
,,2,0.0001,0.6191666667,,,,,,,,,,,0.0172574561,0.0010079762,0.0010079762,0.0010079762,0.0172574561,0.0172574561,,0.0031970994,0.0008807432,0.0008807432,0.0008807432
,,2,0.001,0.6191666667,,,,,,,,,,,0.0172574561,0.0010079762,0.0010079762,0.0010079762,0.0172574561,0.0172574561,,0.0031970994,0.0008807432,0.0008807432,0.0008807432
,,2,0.1,0.6254166667,,,,,,,,,,,0.0172574561,0.0010079762,0.0010079762,0.0010079762,0.0126111441,0.0126111441,,0.0031970994,0.0008807432,0.0008807432,0.0008807432
,,2,1,0.7104166667,0.0376353138,0.0376353138,0.0376353138,0.0376353138,0.0376353138,0.0376353138,0.0376353138,0.0172574561,0.0172574561,0.0172574561,,0.0191099222,0.0191099222,0.0191099222,0.0002851181,0.0002851181,0.0065017024,,0.0113296967,0.0113296967,0.0113296967
,,2,10,0.8025,0.0014988733,0.0014988733,0.0014988733,0.0014988733,0.0014988733,0.0014988733,0.0014988733,0.0010079762,0.0010079762,0.0010079762,0.0191099222,,,,0.0001570523,0.0001570523,0.0007685389,,,,
,,2,1000,0.8025,0.0014988733,0.0014988733,0.0014988733,0.0014988733,0.0014988733,0.0014988733,0.0014988733,0.0010079762,0.0010079762,0.0010079762,0.0191099222,,,,0.0001570523,0.0001570523,0.0007685389,,,,
,,2,10000,0.8025,0.0014988733,0.0014988733,0.0014988733,0.0014988733,0.0014988733,0.0014988733,0.0014988733,0.0010079762,0.0010079762,0.0010079762,0.0191099222,,,,0.0001570523,0.0001570523,0.0007685389,,,,
,,3,0.0001,0.5120833333,0.0126111441,0.0126111441,0.0126111441,0.0126111441,0.0126111441,0.0126111441,0.0126111441,0.0172574561,0.0172574561,0.0126111441,0.0002851181,0.0001570523,0.0001570523,0.0001570523,,,,0.0001570523,0.0001570523,0.0001570523,0.0001570523
,,3,0.001,0.5120833333,0.0126111441,0.0126111441,0.0126111441,0.0126111441,0.0126111441,0.0126111441,0.0126111441,0.0172574561,0.0172574561,0.0126111441,0.0002851181,0.0001570523,0.0001570523,0.0001570523,,,,0.0001570523,0.0001570523,0.0001570523,0.0001570523
,,3,0.1,0.5991666667,,,,,,,,,,,0.0065017024,0.0007685389,0.0007685389,0.0007685389,,,,0.0019397281,0.0006697294,0.0006697294,0.0006697294
,,3,1,0.75,0.0065017024,0.0065017024,0.0065017024,0.0065017024,0.0065017024,0.0065017024,0.0065017024,0.0031970994,0.0031970994,0.0031970994,,,,,0.0001570523,0.0001570523,0.0019397281,,,,
,,3,10,0.8091666667,0.0011520451,0.0011520451,0.0011520451,0.0011520451,0.0011520451,0.0011520451,0.0011520451,0.0008807432,0.0008807432,0.0008807432,0.0113296967,,,,0.0001570523,0.0001570523,0.0006697294,,,,
,,3,1000,0.8091666667,0.0011520451,0.0011520451,0.0011520451,0.0011520451,0.0011520451,0.0011520451,0.0011520451,0.0008807432,0.0008807432,0.0008807432,0.0113296967,,,,0.0001570523,0.0001570523,0.0006697294,,,,
,,3,10000,0.8091666667,0.0011520451,0.0011520451,0.0011520451,0.0011520451,0.0011520451,0.0011520451,0.0011520451,0.0008807432,0.0008807432,0.0008807432,0.0113296967,,,,0.0001570523,0.0001570523,0.0006697294,,,,
